Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1963,1963,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1964,1964,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1965,1965,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1966,1966,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1967,1967,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1968,1968,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1969,1969,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1970,1970,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1971,1971,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1972,1972,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1973,1973,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1974,1974,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1975,1975,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1976,1976,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1977,1977,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1978,1978,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1979,1979,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1980,1980,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1981,1981,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1982,1982,1000 US$,21,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1983,1983,1000 US$,27,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1984,1984,1000 US$,2915,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1985,1985,1000 US$,5196,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1986,1986,1000 US$,4330,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1987,1987,1000 US$,1362,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1988,1988,1000 US$,838,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1989,1989,1000 US$,724,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1990,1990,1000 US$,328,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1991,1991,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1992,1992,1000 US$,0,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1993,1993,1000 US$,3,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1994,1994,1000 US$,0,*,Unofficial figure
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1995,1995,1000 US$,0,*,Unofficial figure
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1996,1996,1000 US$,3,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1997,1997,1000 US$,0,*,Unofficial figure
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1998,1998,1000 US$,0,*,Unofficial figure
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,1999,1999,1000 US$,389,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2000,2000,1000 US$,55,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2001,2001,1000 US$,324,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2002,2002,1000 US$,557,,Official data
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2003,2003,1000 US$,0,*,Unofficial figure
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2004,2004,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2005,2005,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2006,2006,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2007,2007,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2008,2008,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2009,2009,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2010,2010,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2011,2011,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2012,2012,1000 US$,0,F,FAO estimate
TCL,Crops and livestock products,165,Pakistan,5922,Export Value,1126,Camels,2013,2013,1000 US$,0,F,FAO estimate
